idProjects,ProjectName,FirstDataSource,ProjectWebpage,FacebookPage,ProjectTwitter,Comments
4381,market place home furnishings,Digital Social Innovation Database,Not found,NULL,NULL,Spam
4387,Mashauri,Digital Social Innovation Database,https://www.mashauri.org/mashauri-for-universities-contact/,NULL,NULL,
4389,Mass Health Insurance Phone Number,Digital Social Innovation Database,Not found,NULL,NULL,Spam
4391,Matinale Digitale,Digital Social Innovation Database,http://www.matinaledigitale.com/,NULL,NULL,
4394,Mattress Removal,Digital Social Innovation Database,Not found,NULL,NULL,
4398,Measuring Impact,Digital Social Innovation Database,Not found,NULL,NULL,
4399,Measuring Social Impact of large-scale events,Digital Social Innovation Database,Not found,NULL,NULL,
4400,Medhance,Digital Social Innovation Database,https://medhance.wordpress.com/about/,NULL,NULL,
4402,Media Monitoring,Digital Social Innovation Database,Not found,NULL,NULL,
4403,Media Watch on Climate Change,Digital Social Innovation Database,Not found,NULL,NULL,
4404,Medialab Session,Digital Social Innovation Database,Not found,NULL,NULL,
4405,Medical Scrubs,Digital Social Innovation Database,Not found,NULL,NULL,
4406,Medicare Plan f Cost,Digital Social Innovation Database,Not found,NULL,NULL,Not SI?
4410,"Meetups, Workshops, City Walkshops",Digital Social Innovation Database,Not found,NULL,NULL,
4415,meSch,Digital Social Innovation Database,https://www.mesch-project.eu/about/,NULL,NULL,
4416,MesInfos,Digital Social Innovation Database,http://mesinfos.fing.org/,NULL,NULL,
4417,Metabolic cooking,Digital Social Innovation Database,Not found,NULL,NULL,Not SI
4419,Metro4All,Digital Social Innovation Database,Not found,NULL,NULL,
4420,Michael Culture,Digital Social Innovation Database,Not found,NULL,NULL,
4421,Michael Duke,Digital Social Innovation Database,Not found,NULL,NULL,
4423,Microcontrollers and open source community,Digital Social Innovation Database,Not found,NULL,NULL,
4425,MIES - Social Innovation and Entrepreneurship Map,Digital Social Innovation Database,Not found,NULL,NULL,
4428,MILEAGE ADULTERATED: KNOW HOW TO FIND OUT,Digital Social Innovation Database,Not found,NULL,NULL,
4429,Mind Of My Own,Digital Social Innovation Database,http://mindofmyown.org.uk/about/,NULL,NULL,
4430,Mind Waves Community Media Project,Digital Social Innovation Database,Not found,NULL,NULL,
4431,mindhoven platform,Digital Social Innovation Database,Not found,NULL,NULL,
4432,Minecraft - How to Get a Free Minecraft Account,Digital Social Innovation Database,Not found,NULL,NULL,Spam
4433,Mini Excavating Idaho Falls,Digital Social Innovation Database,Not found,NULL,NULL,Spam
4438,MK Smartboy,Digital Social Innovation Database,Not found,NULL,NULL,
4441,Monetizing videos on YouTube,Digital Social Innovation Database,Not found,NULL,NULL,Spam
4442,MONROE,Digital Social Innovation Database,Not found,NULL,NULL,
4444,mooloolaba accommodation cheap,Digital Social Innovation Database,Not found,NULL,NULL,Spam
4447,mooremt,Digital Social Innovation Database,Not found,NULL,NULL,
4452,moving services,Digital Social Innovation Database,Not found,NULL,NULL,Spam
4453,Mr Insta,Digital Social Innovation Database,Not found,NULL,NULL,
4454,MSF Blogs,Digital Social Innovation Database,Not found,NULL,NULL,
4455,msquaredconstructions,Digital Social Innovation Database,Not found,NULL,NULL,Spam
4456,multi picture frame,Digital Social Innovation Database,Not found,NULL,NULL,Spam
4457,Multimedia and digital game design,Digital Social Innovation Database,Not found,NULL,NULL,
4458,MultipliCities,Digital Social Innovation Database,Not found,NULL,NULL,
4460,Murano Glass Heart Necklace : A Great Gift on Any Occasion,Digital Social Innovation Database,Not found,NULL,NULL,Spam
4461,Museomix community,Digital Social Innovation Database,http://community.museomix.org/,NULL,NULL,
4462,MuseomixUK,Digital Social Innovation Database,http://www.museomix.org/en/concept/,NULL,NULL,
4463,Musine Kit,Digital Social Innovation Database,http://lamuseencircuit.ovh/en,NULL,NULL,
4464,Must Know Pros and Cons of Free VPNs before Using them,Digital Social Innovation Database,Not found,NULL,NULL,Spam
4465,Must Know things about Conveyancing Costs,Digital Social Innovation Database,Not found,NULL,NULL,Spam
4466,My Blogs,Digital Social Innovation Database,Not found,NULL,NULL,
4467,My City,Digital Social Innovation Database,Not found,NULL,NULL,
4468,"My Health Folder"" OR-sarean Project: Osakidetza Network",Digital Social Innovation Database,Not found,NULL,NULL,
4471,Myknowhub,Digital Social Innovation Database,https://www.f6s.com/myknowhub,NULL,NULL,Not information
4476,Nappi Naapuri - Nifty Neighbour,Digital Social Innovation Database,Not found,NULL,NULL,
4477,Nationaal Congres Open Data,Digital Social Innovation Database,Not found,NULL,NULL,
4478,National Social Innovation Proposals - NSIP,Digital Social Innovation Database,Not found,NULL,NULL,
4480,Natural Allergy Treatment,Digital Social Innovation Database,Not found,NULL,NULL,Spam
4484,Naturopathic Health,Digital Social Innovation Database,Not found,NULL,NULL,Spam
4485,ncdlinks,Digital Social Innovation Database,Not found,NULL,NULL,
4490,Neighbourhood Ideas Exchange,Digital Social Innovation Database,Not found,NULL,NULL,
4492,Neighbours helping each other,Digital Social Innovation Database,Not found,NULL,NULL,
4496,netivist,Digital Social Innovation Database,https://netivist.org/pages/what-is-netivist,NULL,NULL,
4499,new car 2016,Digital Social Innovation Database,Not found,NULL,NULL,Spam
4504,ngo database,Digital Social Innovation Database,Not found,NULL,NULL,Too vague
4506,Ninja Riders,Digital Social Innovation Database,https://www.ninjariders.eu/,NULL,NULL,
4507,Nomad of the Seas,Digital Social Innovation Database,http://www.nomads.cl/,NULL,NULL,Not SI?
4514,Nouvelle Fabrique,Digital Social Innovation Database,http://www.nouvellefabrique.fr/les-services/,NULL,NULL,
4515,NPO_IT,Digital Social Innovation Database,Not found,NULL,NULL,
4517,Numbers That Matter,Digital Social Innovation Database,http://numbersmatter.info/what-is-ntm/,NULL,NULL,
4518,Nursing Essay Writing Assistance,Digital Social Innovation Database,Not found,NULL,NULL,Spam
4519,Nursing Online Tools,Digital Social Innovation Database,Not found,NULL,NULL,
4520,Nyc Rhinoplasty,Digital Social Innovation Database,Not found,NULL,NULL,Spam
4522,Obesity Learning Centre,Digital Social Innovation Database,Not found,NULL,NULL,
4530,Office Movers,Digital Social Innovation Database,Not found,NULL,NULL,Spam
4531,Oi Polloi - ( ),Digital Social Innovation Database,Not found,NULL,NULL,Spam
4534,ongimedia,Digital Social Innovation Database,Not found,NULL,NULL,
4535,Online access to healthcare,Digital Social Innovation Database,not found,NULL,NULL,
4536,Online art magazine,Digital Social Innovation Database,not found,NULL,NULL,
4537,Online Dissertation Help,Digital Social Innovation Database,Not found,NULL,NULL,Spam
4538,Online Education,Digital Social Innovation Database,Not found,NULL,NULL,
4539,Online Education Merge,Digital Social Innovation Database,Not found,NULL,NULL,
4540,Online forum for youth mental health,Digital Social Innovation Database,Not found,NULL,NULL,
4541,Online game for crowdsourcing malaria diagnosis.,Digital Social Innovation Database,Not found,NULL,NULL,
4545,Online mentoring forum,Digital Social Innovation Database,Not found,NULL,NULL,
4546,Online patient network and medical research platform,Digital Social Innovation Database,not found,NULL,NULL,
4547,online play free game,Digital Social Innovation Database,Not found,NULL,NULL,Spam
4549,Online Resources,Digital Social Innovation Database,not found,NULL,NULL,too vague
4551,Online Selling Sites,Digital Social Innovation Database,Not found,NULL,NULL,too vague
4555,Open Access Making,Digital Social Innovation Database,Not found,NULL,NULL,
4556,Open Bank Project,Digital Social Innovation Database,https://openbankproject.com/about/,NULL,NULL,
4557,Open Bidouille Camp,Digital Social Innovation Database,http://openbidouille.net,NULL,NULL,
4559,Open commerce,Digital Social Innovation Database,https://opencommerce.apigee.io/overview,NULL,NULL,
4560,Open Cultuur Data,Digital Social Innovation Database,https://www.opencultuurdata.nl/over/,NULL,NULL,
4562,Open Data Erasmus,Digital Social Innovation Database,not found,NULL,NULL,
4565,Open Data Sheffield,Digital Social Innovation Database,https://data.sheffield.gov.uk/,NULL,NULL,
4566,Open Democracy,Digital Social Innovation Database,https://www.opendemocracy.net/,NULL,NULL,
4568,Open Droplet,Digital Social Innovation Database,https://iilab.org/projects/open-droplet.html,NULL,NULL,
4569,Open Food Facts database of food products in open data,Digital Social Innovation Database,Not found,NULL,NULL,
4570,Open Food Network UK,Digital Social Innovation Database,https://openfoodnetwork.org/about/organisation/,NULL,NULL,
4571,Open Garden,Digital Social Innovation Database,https://www.opengarden.com/about.html,NULL,NULL,
4572,Open government,Digital Social Innovation Database,Not found,NULL,NULL,
4573,Open innovation platform,Digital Social Innovation Database,,NULL,NULL,
4574,Open Integrity Index,Digital Social Innovation Database,Not found,NULL,NULL,
4575,Open laboratory Hack For Future,Digital Social Innovation Database,https://www.openinnovation.sg/landing,NULL,NULL,
4576,Open Oil Corporate Navigator,Digital Social Innovation Database,Not found,NULL,NULL,
4577,Open Onderwijs Data,Digital Social Innovation Database,https://www.openonderwijsdata.nl/over-ons/,NULL,NULL,
4578,Open Source 3D creation,Digital Social Innovation Database,Not found,NULL,NULL,
4579,Open Source Beehives,Digital Social Innovation Database,https://www.osbeehives.com/pages/about-us,NULL,NULL,
4580,Open Source Electronic Democracy,Digital Social Innovation Database,Not found,NULL,NULL,
4581,Open Source Ridesharing,Digital Social Innovation Database,Not found,NULL,NULL,
4583,OpenAlps,Digital Social Innovation Database,Not found,NULL,NULL,
4584,OpenBike,Digital Social Innovation Database,https://thesis.bike/pages/our-story,NULL,NULL,"auto-direct to ""thesisbike"" (probable name change) "
4586,Opendata Trentino,Digital Social Innovation Database,Not found,NULL,NULL,
4587,OpenDataCommunities,Digital Social Innovation Database,http://opendatacommunities.org/home,NULL,NULL,
4589,Opening The Umbrella,Digital Social Innovation Database,Not found,NULL,NULL,
4590,OpenLocal,Digital Social Innovation Database,https://www.openlocal.org.au/,NULL,NULL,
4591,openpetition.de,Digital Social Innovation Database,https://www.openpetition.de/content/about_us,NULL,NULL,
4592,Openspending.nl,Digital Social Innovation Database,http://openspending.nl/pagina/over/,NULL,NULL,
4593,OpenStreetMap,Digital Social Innovation Database,https://www.openstreetmap.org/#map=5/54.915/-3.450,NULL,NULL,
4594,OpenTransportNet  - Spatially Referenced Data Hubs for Innovation in the Transport Sector,Digital Social Innovation Database,http://opentransportnet.eu/,NULL,NULL,
4596,Optimizing human and material resources in cities,Digital Social Innovation Database,not found,NULL,NULL,
4597,Optoma Home Theater Projectors,Digital Social Innovation Database,Not found,NULL,NULL,Spam
4605,"organising international seminars, workshops and study visits",Digital Social Innovation Database,Not found,NULL,NULL,
4608,orthopedic rehabilitation,Digital Social Innovation Database,Not found,NULL,NULL,
4609,OSCAR (FabToyCar),Digital Social Innovation Database,Not found,NULL,NULL,
4610,Otvorenezmluvy.sk,Digital Social Innovation Database,Not found,NULL,NULL,
4613,Our Digital Community,Digital Social Innovation Database,Not found,NULL,NULL,
4615,outdoor advertising,Digital Social Innovation Database,not found,NULL,NULL,
4617,outdoorkitchensandgrills,Digital Social Innovation Database,Not found,NULL,NULL,spam
4619,outdoorkitchensandgrillssite,Digital Social Innovation Database,Not found,NULL,NULL,spam
4620,OVACEN,Digital Social Innovation Database,https://ovacen.com/,NULL,NULL,
4622,oxylife phenocane,Digital Social Innovation Database,Not found,NULL,NULL,spam
4623,P2P Carsharing,Digital Social Innovation Database,Not found,NULL,NULL,
4624,Packaging Recruiter,Digital Social Innovation Database,Not found,NULL,NULL,
4627,Paint House,Digital Social Innovation Database,Not found,NULL,NULL,
4629,Parlement et Citoyens,Digital Social Innovation Database,https://parlement-et-citoyens.fr/,NULL,NULL,
4630,Parlemint,Digital Social Innovation Database,Not found,NULL,NULL,
4632,Patients like me,Digital Social Innovation Database,https://www.patientslikeme.com/about,NULL,NULL,
4633,Pay Someone to Write My Essay for me,Digital Social Innovation Database,Not found,NULL,NULL,Spam
4634,PEER - Dare to be wise!,Digital Social Innovation Database,http://peer-learning-50plus.archiv.zsi.at/about.html,NULL,NULL,
4635,PEER Dare to be wise,Digital Social Innovation Database,http://peer-learning-50plus.archiv.zsi.at/about.html,NULL,NULL,Duplicate
4636,"Peer to peer learning, Skillsharing",Digital Social Innovation Database,Not found,NULL,NULL,
4637,Peer-2-Peer platform for small errands,Digital Social Innovation Database,Not found,NULL,NULL,
4639,Peopleriver,Digital Social Innovation Database,Not found,NULL,NULL,
4640,Perfect CV,Digital Social Innovation Database,Not found,NULL,NULL,Spam
4642,Permanent Future Lab - Utrecht,Digital Social Innovation Database,Not found,NULL,NULL,
4644,Personal Assistant,Digital Social Innovation Database,Not found,NULL,NULL,
4645,personal development and business,Digital Social Innovation Database,Not found,NULL,NULL,
4646,Personalised Lanyards,Digital Social Innovation Database,Not found,NULL,NULL,Spam
4648,Peter Adelaide Condos-Developed Sumptuously By Graywood In Downtown Toronto,Digital Social Innovation Database,Not found,NULL,NULL,Spam
4649,Petities.nl,Digital Social Innovation Database,https://petities.nl/about?locale=nl,NULL,NULL,
4650,"Petitions, Campaign and citizen Mobilizasition",Digital Social Innovation Database,Not found,NULL,NULL,
4655,Physical Therapy Aurora Co,Digital Social Innovation Database,Not found,NULL,NULL,Spam
4657,Pick the Right Formal Apparel from the Best Bespoke Suit Tailors,Digital Social Innovation Database,Not found,NULL,NULL,Spam
4658,PickParking,Digital Social Innovation Database,Not found,NULL,NULL,
4660,Pillow for Side Sleeper,Digital Social Innovation Database,Not found,NULL,NULL,Spam
4661,Pioneering the use of digital methods in human rights and asylum research,Digital Social Innovation Database,Not found,NULL,NULL,
4662,PIPES,Digital Social Innovation Database,Not found,NULL,NULL,
4663,Piqniq app,Digital Social Innovation Database,https://youate.com/,NULL,NULL,"Auto-direct to ""Youate"" "
4664,PIXEL HUMAIN,Digital Social Innovation Database,Not found,NULL,NULL,
4667,Planet Education,Digital Social Innovation Database,https://www.planeteducation.co.uk/about,NULL,NULL,
4668,Plantar Fasciitis,Digital Social Innovation Database,Not found,NULL,NULL,spam
4672,Poietic Generator,Digital Social Innovation Database,Not found,NULL,NULL,
4673,Policy making for social innovation,Digital Social Innovation Database,Not found,NULL,NULL,
4677,Por un uso social y comunitario de la tecnologia,Digital Social Innovation Database,Not found,NULL,NULL,
4678,Portinnova,Digital Social Innovation Database,http://www.portinnova.cat/que-es/,NULL,NULL,
4680,Possunt -a social platform for stories that matter to us,Digital Social Innovation Database,Not found,NULL,NULL,
4681,Post doc,Digital Social Innovation Database,Not found,NULL,NULL,
4682,Post-car(d) Urbanism,Digital Social Innovation Database,Not found,NULL,NULL,
4684,PowerPoint Designing Company in Dubai,Digital Social Innovation Database,Not found,NULL,NULL,Spam
4685,PPL Crowdfunding Portugal,Digital Social Innovation Database,https://ppl.com.pt/en/crowdfunding,NULL,NULL,
4687,Pregnancy help,Digital Social Innovation Database,Not found,NULL,NULL,
4689,prepper gear,Digital Social Innovation Database,not found,NULL,NULL,Spam
4690,presentsideas,Digital Social Innovation Database,Not found,NULL,NULL,
4691,Pride Of Place - A digital mapping project,Digital Social Innovation Database,not found,NULL,NULL,
4695,printing company in dubai,Digital Social Innovation Database,not found,NULL,NULL,Spam
4697,Pro bono,Digital Social Innovation Database,Not found,NULL,NULL,
4699,Product development,Digital Social Innovation Database,Not found,NULL,NULL,
4703,Program for Societal Innovation and Change,Digital Social Innovation Database,not found,NULL,NULL,
4704,Project Maths - Free Online Courses,Digital Social Innovation Database,Not found,NULL,NULL,Spam
4705,project prova,Digital Social Innovation Database,https://www.provaproject.org/outcomes/atlas/italy-interventions/outinout-project/,NULL,NULL,
4708,Project Stentor: smart city dashboard for neighbourhoods,Digital Social Innovation Database,http://www.social-life.co/project/future-cities-solutions-project-stentor/,NULL,NULL,
4709,Project99,Digital Social Innovation Database,http://project99.com/,NULL,NULL,
4710,Promote Social Innovation,Digital Social Innovation Database,Not found,NULL,NULL,
4711,Promote Your Company Efficiently With Trade Show Display Systems,Digital Social Innovation Database,Not found,NULL,NULL,Spam
4713,Promoting qualitative projects from Sharing Economy,Digital Social Innovation Database,Not found,NULL,NULL,
4714,Promoting UK startup communities,Digital Social Innovation Database,not found,NULL,NULL,
4717,prova2,Digital Social Innovation Database,not found,NULL,NULL,
4718,Public Realm design,Digital Social Innovation Database,Not found,NULL,NULL,
4719,Quality Academic Writing Help For Learners,Digital Social Innovation Database,Not found,NULL,NULL,spam
4720,Quality123,Digital Social Innovation Database,Not found,NULL,NULL,
4723,Questions that Will Help You Hire the Right Nashville SEO Experts,Digital Social Innovation Database,Not found,NULL,NULL,spam
4725,QuienManda.es,Digital Social Innovation Database,https://civio.es/quien-manda/que-es-quien-manda/#porque,NULL,NULL,
4726,RAGE,Digital Social Innovation Database,Not found,NULL,NULL,
4727,Raise Your Maker,Digital Social Innovation Database,Not found,NULL,NULL,
4728,Random Acts of Kindness,Digital Social Innovation Database,https://www.randomactsofkindness.org/about-us,NULL,NULL,
4730,Rank Feed,Digital Social Innovation Database,Not found,NULL,NULL,
4731,Reach,Digital Social Innovation Database,Not found,NULL,NULL,
4734,Real Estate Blog Posts,Digital Social Innovation Database,Not found,NULL,NULL,Spam
4735,Real Estate North Shore,Digital Social Innovation Database,Not found,NULL,NULL,Spam
4737,Real Time Bidding Campaigns,Digital Social Innovation Database,Not found,NULL,NULL,
4740,Recruiting Drivers & looking for partnerships,Digital Social Innovation Database,Not found,NULL,NULL,
4756,Refugee Livelihoods via anywhere-anytime translation,Digital Social Innovation Database,Not found,NULL,NULL,
4767,Regeneration programme,Digital Social Innovation Database,Not found,NULL,NULL,
4770,Remix Coworking,Digital Social Innovation Database,https://www.remixcoworking.com/,NULL,NULL,
4771,Remix The Commons,Digital Social Innovation Database,http://www.remixthecommons.org/?page_id=2&lang=en,NULL,NULL,
4773,Remote IT support services,Digital Social Innovation Database,Not found,NULL,NULL,
4774,Remotedba,Digital Social Innovation Database,not found,NULL,NULL,Spam
4775,remotedba.com,Digital Social Innovation Database,Not found,NULL,NULL,Spam
4777,Removalists Brisbane Tips,Digital Social Innovation Database,Not found,NULL,NULL,Spam
4779,Removing Stains from Rattan Furniture,Digital Social Innovation Database,Not found,NULL,NULL,Spam
4781,Rent a Mac book Pro instead of buying in London,Digital Social Innovation Database,https://www.oneworldrental.com/mac-book-rentals-solutions-many-short-term-problems,NULL,NULL,
4783,Research,Digital Social Innovation Database,Not found,NULL,NULL,Too vague
4784,Research and innovation on Internet platforms,Digital Social Innovation Database,Not found,NULL,NULL,
4785,Research Identity on Internet,Digital Social Innovation Database,Not found,NULL,NULL,
4786,Research on Technology Enhanced Learning,Digital Social Innovation Database,not found,NULL,NULL,
4788,Responsible ICT,Digital Social Innovation Database,Not found,NULL,NULL,
4794,Rewards system for eco-friendly behavior,Digital Social Innovation Database,Not found,NULL,NULL,
4796,Rhinoplasty Procedure,Digital Social Innovation Database,Not found,NULL,NULL,Spam
4797,RICHES,Digital Social Innovation Database,Not found,NULL,NULL,
4799,Rinascimenti Sociali,Digital Social Innovation Database,Not found,NULL,NULL,
4800,Ring-Ring,Digital Social Innovation Database,Not found,NULL,NULL,
4801,RisorgiMenti.Lab,Digital Social Innovation Database,Not found,NULL,NULL,
4802,Robert Morris,Digital Social Innovation Database,Not found,NULL,NULL,
4804,Robot for cells box,Digital Social Innovation Database,Not found,NULL,NULL,
4805,Robot-Era,Digital Social Innovation Database,http://www.robot-era.eu/robotera/,NULL,NULL,
4806,RoboTeb,Digital Social Innovation Database,Not found,NULL,NULL,
4807,Robotique ludique,Digital Social Innovation Database,Not found,NULL,NULL,
4809,Roland Forum,Digital Social Innovation Database,https://www.rolandforum.co.uk/,NULL,NULL,
4811,"RomaniaPozitiva.ro, a platform for positive information and education",Digital Social Innovation Database,http://www.romaniapozitiva.ro/cine-suntem-si-ce-facem/,NULL,NULL,
4813,Roofing Companies Atlanta,Digital Social Innovation Database,Not found,NULL,NULL,Spam
4816,Rotterdam Open Data,Digital Social Innovation Database,http://rotterdamopendata.nl/dataset,NULL,NULL,
4817,rSmart,Digital Social Innovation Database,https://www.rsmart.com/,NULL,NULL,
4818,SafetyNets,Digital Social Innovation Database,http://www.safetynets.co.uk/About_Us/Training/,NULL,NULL,Spam?
4825,SAP SuccessFactors,Digital Social Innovation Database,Not found,NULL,NULL,
4832,SCALE for open innovation,Digital Social Innovation Database,Not found,NULL,NULL,
4833,Scalla,Digital Social Innovation Database,Not found,NULL,NULL,
4836,SciCafe2.0,Digital Social Innovation Database,http://scicafe2.reading.ac.uk/index.php/welcome-to-scicafe-2-0,NULL,NULL,
4838,SDI4Apps - Uptake of open geographic information through innovative services based on linked data,Digital Social Innovation Database,https://sdi4apps.eu/project-information/,NULL,NULL,
4840,Seamless Cities App Camp,Digital Social Innovation Database,Not found,NULL,NULL,
4841,search engine optimization,Digital Social Innovation Database,Not found,NULL,NULL,
4843,Sector 3 Directory,Digital Social Innovation Database,Not found,NULL,NULL,
4844,Secure Private Cloud,Digital Social Innovation Database,Not found,NULL,NULL,
4845,Seed,Digital Social Innovation Database,http://www.socialinnovationpark.org/our-work/seed/,NULL,NULL,
4853,Selling ethical fashion from small companies,Digital Social Innovation Database,Not found,NULL,NULL,
4855,SEN2SOC,Digital Social Innovation Database,Not found,NULL,NULL,
4859,Senperfect.com,Digital Social Innovation Database,Not found,NULL,NULL,Spam
4863,SEO Transparency Project,Digital Social Innovation Database,Not found,NULL,NULL,
4864,seo work,Digital Social Innovation Database,Not found,NULL,NULL,
4865,Serlo - collaboration and open education,Digital Social Innovation Database,https://en.serlo.org/serlo,NULL,NULL,
4868,SH21,Digital Social Innovation Database,Not found,NULL,NULL,
4869,Shadow Fight 3 Hack,Digital Social Innovation Database,Not found,NULL,NULL,spam
4870,SHARE Defense,Digital Social Innovation Database,Not found,NULL,NULL,warning that website was not safe
4871,Share N Save,Digital Social Innovation Database,https://www.sharensave.com.au/about-share-n-save,NULL,NULL,
4873,ShareDesk Pakistan,Digital Social Innovation Database,https://www.sharedesk.pk/,NULL,NULL,
4874,Sharevoisins,Digital Social Innovation Database,https://sharevoisins.fr/,NULL,NULL,
4875,sharing things with your neighbours,Digital Social Innovation Database,Not found,NULL,NULL,
4876,Sheffield Community Network,Digital Social Innovation Database,Not found,NULL,NULL,
4877,Shine Window Cleaning,Digital Social Innovation Database,Not found,NULL,NULL,Spam
4882,Singapore Assignement Help,Digital Social Innovation Database,Not found,NULL,NULL,Spam
4883,SkilledIt App,Digital Social Innovation Database,Not found,NULL,NULL,
4891,Small Business Insurance Lakeland,Digital Social Innovation Database,Not found,NULL,NULL,Spam
4892,Small Business Loans,Digital Social Innovation Database,Not found,NULL,NULL,
4896,Smart Campus,Digital Social Innovation Database,Not found,NULL,NULL,
4897,Smart Citizen Kit,Digital Social Innovation Database,https://smartcitizen.me/,NULL,NULL,
4898,Smart Citizen Kit Amsterdam,Digital Social Innovation Database,https://amsterdamsmartcity.com/projects/smart-citizen-kit,NULL,NULL,
4899,Smart Journey,Digital Social Innovation Database,Not found,NULL,NULL,
4900,Smart Social Management,Digital Social Innovation Database,Not found,NULL,NULL,
4901,Smart Specialisation Project in Middle Blacksea Development Agency Turkey,Digital Social Innovation Database,Not found,NULL,NULL,
4902,Smart Start Social Entrepreneurship for Civil Society,Digital Social Innovation Database,Not found,NULL,NULL,Potential site not safe
4903,Smart Volta,Digital Social Innovation Database,https://smartvolta.com/about/,NULL,NULL,
4904,SmartOpenData,Digital Social Innovation Database,http://www.smartopendata.eu/project-overview,NULL,NULL,
4905,SmartUJI,Digital Social Innovation Database,http://smart.uji.es/,NULL,NULL,
4908,social business design,Digital Social Innovation Database,Not found,NULL,NULL,
4909,Social Cities,Digital Social Innovation Database,https://www.cardus.ca/research/social-cities/,NULL,NULL,New title: Cardus social cities
4910,Social Desing,Digital Social Innovation Database,Not found,NULL,NULL,
4911,Social Entrepreneur Formation,Digital Social Innovation Database,Not found,NULL,NULL,
4912,Social Farming,Digital Social Innovation Database,Not found,NULL,NULL,
4913,"Social Impact, Innovation & Investment",Digital Social Innovation Database,Not found,NULL,NULL,
4915,Social innovation,Digital Social Innovation Database,Not found,NULL,NULL,too vague
4916,Social Innovation and digital community curation,Digital Social Innovation Database,Not found,NULL,NULL,
4918,Social Innovation Factory,Digital Social Innovation Database,https://www.socialeinnovatiefabriek.be/nl/sociale-innovatie,NULL,NULL,
4919,Social Innovation in Housing,Digital Social Innovation Database,Not found,NULL,NULL,
4920,Social Innovation Incubation Award,Digital Social Innovation Database,Not found,NULL,NULL,
4921,Social innovation labs in a rural area,Digital Social Innovation Database,Not found,NULL,NULL,
4922,Social Innovation Make a positive social impact,Digital Social Innovation Database,Not found,NULL,NULL,
4923,Social Innovation Program,Digital Social Innovation Database,Not found,NULL,NULL,too vague
4924,Social innovation research,Digital Social Innovation Database,Not found,NULL,NULL,too vague
4925,Social Innovation Tv,Digital Social Innovation Database,Not found,NULL,NULL,
4926,Social Innovation Week,Digital Social Innovation Database,http://www.siweek.com/,NULL,NULL,
4927,Social media for social good gatherings,Digital Social Innovation Database,Not found,NULL,NULL,
4929,Social Networking place for people helping people to move from one EU country to another for work,Digital Social Innovation Database,Not found,NULL,NULL,
4930,Social Powermeetings,Digital Social Innovation Database,Not found,NULL,NULL,
4932,Social to Crowd,Digital Social Innovation Database,http://socialtocrowd.org/pages/how/,NULL,NULL,
4934,Social venture incubator,Digital Social Innovation Database,Not found,NULL,NULL,
4936,Socientize,Digital Social Innovation Database,http://www.socientize.eu/?q=eu/content/socientize-0,NULL,NULL,
4937,Societal Street Surveys Program,Digital Social Innovation Database,Not found,NULL,NULL,
4939,SODA-Social Open Data,Digital Social Innovation Database,Not found,NULL,NULL,
4940,Software development,Digital Social Innovation Database,Not found,NULL,NULL,
4941,Software For Small Business,Digital Social Innovation Database,Not found,NULL,NULL,Spam
4943,Solutio,Digital Social Innovation Database,Not found,NULL,NULL,Spam
4944,Solutions for Businesses,Digital Social Innovation Database,Not found,NULL,NULL,spam
4945,SONET-Bull,Digital Social Innovation Database,http://www.sonetbull.eu/?page_id=2,NULL,NULL,
4946,SONETOR,Digital Social Innovation Database,http://www.sonetor-project.eu/project-description/,NULL,NULL,
4948,soquiz.com,Digital Social Innovation Database,Not found,NULL,NULL,Spam
4950,soundchoose,Digital Social Innovation Database,Not found,NULL,NULL,spam
4951,soundchoose.com,Digital Social Innovation Database,Not found,NULL,NULL,Spam
4955,Space Town Hall,Digital Social Innovation Database,http://www.spacetownhall.com/,NULL,NULL,
4959,SPECIFI,Digital Social Innovation Database,http://www.specifi.co.uk/,NULL,NULL,
4961,Sport Living Lab Lisboa - VIDELLL,Digital Social Innovation Database,Not found,NULL,NULL,
4978,Steve Loeffler,Digital Social Innovation Database,Not found,NULL,NULL,
4979,STIM,Digital Social Innovation Database,https://stim.unist.hr/en/,NULL,NULL,
4981,Storage Units in Brooklyn,Digital Social Innovation Database,Not found,NULL,NULL,Spam
4984,Story,Digital Social Innovation Database,Not found,NULL,NULL,Too vague
4985,Strategic Partnership Programme,Digital Social Innovation Database,Not found,NULL,NULL,
4986,Strengthen your marketing campaign with the different types of visual content,Digital Social Innovation Database,Not found,NULL,NULL,Spam
4987,Strengthening democracy,Digital Social Innovation Database,Not found,NULL,NULL,
4989,Stroller Rentals - For your Orlando Vacation,Digital Social Innovation Database,Not found,NULL,NULL,Spam
4990,Student Digital Social Innovation Project,Digital Social Innovation Database,not found,NULL,NULL,
4991,Student Pulse,Digital Social Innovation Database,https://studentpulselondon.co.uk/,NULL,NULL,
4993,Stuff,Digital Social Innovation Database,Not found,NULL,NULL,Too vague
4995,Superhub,Digital Social Innovation Database,Not found,NULL,NULL,
4996,Supporing and promoting transition to a commons based society.,Digital Social Innovation Database,Not found,NULL,NULL,
4997,Support And,Digital Social Innovation Database,not found,NULL,NULL,
4998,Support And Help,Digital Social Innovation Database,Not found,NULL,NULL,Too vague
4999,Support For Antivirus,Digital Social Innovation Database,Not found,NULL,NULL,
5001,Support For Norton,Digital Social Innovation Database,Not found,NULL,NULL,Spam
