idProjects,ProjectName,FirstDataSource,ProjectWebpage,FacebookPage,ProjectTwitter,Comments
3733,Do It Together Bio,Digital Social Innovation Database,https://waag.org/en/project/do-it-together-bio,NULL,NULL,Rename: Open Wetlab
3735,DonorSearch,Digital Social Innovation Database,https://www.donorsearch.net/,NULL,NULL,
3737,Draft - Collaborative workshop and eshop,Digital Social Innovation Database,Not found,NULL,NULL,
3741,DSI-AU,Digital Social Innovation Database,Not found,NULL,NULL,
3746,E-inclusion,Digital Social Innovation Database,Not found,NULL,NULL,
3747,e-mentoring community,Digital Social Innovation Database,https://www.washington.edu/doit/do-its-e-mentoring-community,NULL,NULL,
3749,e4c,Digital Social Innovation Database,https://e4calberta.org/why-e4c/the-people-we-help/,NULL,NULL,
3750,Earth Intelligence Network,Digital Social Innovation Database,http://www.earth-intelligence.net/about/,NULL,NULL,
3751,East Cleveland Online,Digital Social Innovation Database,http://ecol.org.uk/,NULL,NULL,Closed down but site remains as archive
3752,Eaupen,Digital Social Innovation Database,http://www.eaupen.net/eaupen-le-reseau-des-points-deau/,NULL,NULL,
3754,eCampaigning Forum Community,Digital Social Innovation Database,http://fairsay.com/networks/ecampaigning-forum,NULL,NULL,
3755,ECLECTIS,Digital Social Innovation Database,https://waag.org/en/project/eclectis,NULL,NULL,
3756,ecnomical,Digital Social Innovation Database,Not found,NULL,NULL,
3758,Ecomap,Digital Social Innovation Database,https://mswcareers.com/the-ecomap-a-social-work-assessment-tool/,NULL,NULL,
3759,ecomumy - Helping to reduce CO2 emission cause by daily School Run cars,Digital Social Innovation Database,Not found,NULL,NULL,
3760,Edinburgh Living Lab,Digital Social Innovation Database,http://edinburghlivinglab.org/about/,NULL,NULL,
3761,EdinburghApps,Digital Social Innovation Database,https://edinburghapps.net/,NULL,NULL,
3762,EDIT,Digital Social Innovation Database,Not found,NULL,NULL,
3763,EDP OPEN,Digital Social Innovation Database,https://www.edp-open.org/about-us,NULL,NULL,
3764,EDS,Digital Social Innovation Database,https://www.ehlers-danlos.org/about-us/,NULL,NULL,
3766,Education,Digital Social Innovation Database,Not found,NULL,NULL,Too vauge?
3767,Educational Tools,Digital Social Innovation Database,Not found,NULL,NULL,
3769,Edward Watkins,Digital Social Innovation Database,Not found,NULL,NULL,
3771,Efrain Wiley,Digital Social Innovation Database,Not found,NULL,NULL,
3773,Election Debate Visualisation (EDV),Digital Social Innovation Database,http://edv-project.net/aim/,NULL,NULL,
3778,Electronic Music School from Bilbao,Digital Social Innovation Database,Not found,NULL,NULL,
3779,ELF@Home,Digital Social Innovation Database,Not found,NULL,NULL,Did find: http://www.aal-europe.eu/projects/elfhome/ but their link to the project site http://www.elfathome.eu/ does not work
3782,Employment Law Courses,Digital Social Innovation Database,Not found,NULL,NULL,Not SI?
3783,EmprendedorSocial.org,Digital Social Innovation Database,http://emprendedorsocial.org/quienes-somos/,NULL,NULL,
3784,Encouraging informal sharing of skills in community settings. Skills learnt and enhanced online & communicated to a wider community digitally.,Digital Social Innovation Database,Not found,NULL,NULL,
3785,EndSVCHack,Digital Social Innovation Database,Not found,NULL,NULL,
3786,Energizing Urban Ecosystems,Digital Social Innovation Database,https://memo.aalto.fi/projects/energizing-urban-ecosystems-eue/,NULL,NULL,
3788,engage.re,Digital Social Innovation Database,https://engage.re/,NULL,NULL,
3790,England Championship at SportStreaming24,Digital Social Innovation Database,Not found,NULL,NULL,
3791,Engraving Machine,Digital Social Innovation Database,Not found,NULL,NULL,Too vauge?
3793,Enhance Your Self-Image With Ultimate Plastic Surgery,Digital Social Innovation Database,Not found,NULL,NULL,Spam
3794,Enjoy holidays without tension of assignments,Digital Social Innovation Database,Not found,NULL,NULL,Spam
3799,Environmental Social Network i-ambiente,Digital Social Innovation Database,Not found,NULL,NULL,
3800,Enzyme,Digital Social Innovation Database,see notes,NULL,NULL,ENZYME possibly name of group https://www.zsi.at/en/object/partner/3065. If so then project would be called EmployID https://www.zsi.at/en/object/project/3060
3801,Epsi Platform,Digital Social Innovation Database,https://epsi.genscape.com/login?location=/,NULL,NULL,
3803,eReuse,Digital Social Innovation Database,http://www.ereuseproject.org/about/,NULL,NULL,
3807,Essay Help UK,Digital Social Innovation Database,Not found,NULL,NULL,Spam
3808,Essay Plus,Digital Social Innovation Database,Not found,NULL,NULL,Spam
3812,Essay Writing Services,Digital Social Innovation Database,Not found,NULL,NULL,Spam
3814,ethicalBay,Digital Social Innovation Database,Not found,NULL,NULL,
3816,EuansGuide.com,Digital Social Innovation Database,https://www.euansguide.com/about-us/,NULL,NULL,
3817,Euro Social Core,Digital Social Innovation Database,Not found,NULL,NULL,
3818,European Network of community reporters,Digital Social Innovation Database,https://peoplesvoicemedia.co.uk/join-network/european-network-community-reporters,NULL,NULL,
3819,European Union social capital wiki,Digital Social Innovation Database,Not found,NULL,NULL,
3820,European Youth Employment (eYe),Digital Social Innovation Database,http://circularsociety.com/index.php/european-youth-employment/,NULL,NULL,
3822,eventmanagement,Digital Social Innovation Database,Not found,NULL,NULL,Spam?
3823,Eventor,Digital Social Innovation Database,https://eventor.orienteering.org/Home/About,NULL,NULL,Not SI?
3824,EVERYAWARE,Digital Social Innovation Database,http://www.everyaware.eu/the-everyaware-project/,NULL,NULL,
3825,Evidence Hub,Digital Social Innovation Database,http://evidence-hub.net/about/,NULL,NULL,
3826,EVOMOBILE SUSTAINABLE MOBILITY LIVING-LAB,Digital Social Innovation Database,Not found,NULL,NULL,
3830,exhibit companies,Digital Social Innovation Database,Not found,NULL,NULL,Too vauge?
3831,Experimental coworking tools and net,Digital Social Innovation Database,Not found,NULL,NULL,
3833,Express to Connect,Digital Social Innovation Database,http://www.express2connect.org/about.html,NULL,NULL,
3834,eZaintza: Solucion tecnologica movil de apoyo a los cuidadores y ayuda a personas con problemas de orientacion tempo-espacial para mejorar su autonomia,Digital Social Innovation Database,http://evida.deusto.es/project/ezaintza/,NULL,NULL,
3836,Fab Lab Leon,Digital Social Innovation Database,https://www.fablabs.io/labs/fablableon,NULL,NULL,
3837,Fab Lab Limerick,Digital Social Innovation Database,http://fablab.saul.ie/us/,NULL,NULL,
3838,Fab Lab London,Digital Social Innovation Database,https://www.fablablondon.org/,NULL,NULL,Closed
3839,Fab Lab Madrid Network,Digital Social Innovation Database,https://www.fablabs.io/labs/fablabmadridmedialabprado,NULL,NULL,
3840,Fab the Library!,Digital Social Innovation Database,http://www.frysklab.nl/fab-the-library/,NULL,NULL,
3841,Fabbricalo,Digital Social Innovation Database,http://www.fabbricalo.it/pages/info,NULL,NULL,
3842,FabLab Danmark,Digital Social Innovation Database,http://fablabdanmark.dk/wordpress/hvem/,NULL,NULL,
3843,FabLab development,Digital Social Innovation Database,https://www.nasa.gov/nextstep/fablab,NULL,NULL,
3845,FabLab Nerve Centre,Digital Social Innovation Database,http://www.fablabni.com/what-fablab.html,NULL,NULL,
3846,Fablab Palermo,Digital Social Innovation Database,https://fablabpalermo.org/,NULL,NULL,
3847,Fablab Samain,Digital Social Innovation Database,Not found,NULL,NULL,
3848,FabLab.iMAL,Digital Social Innovation Database,http://imal.org/en/fablab,NULL,NULL,
3849,FabLab@SCHOOL DK,Digital Social Innovation Database,http://fablabatschool.dk.linux149.unoeuro-server.com/fablabatschooldk/,NULL,NULL,
3851,FabSchool,Digital Social Innovation Database,http://thefabschool.com/about-us/,NULL,NULL,
3855,FactoringCompanyGuide,Digital Social Innovation Database,https://www.factoringcompanyguide.com/,NULL,NULL,Not SI
3856,Factors To Consider While Choosing The Baby Car Seat,Digital Social Innovation Database,Not found,NULL,NULL,Spam
3858,Fairphone,Digital Social Innovation Database,https://www.fairphone.com/en/our-goals/?ref=header,NULL,NULL,
3862,Farm Land For Sale,Digital Social Innovation Database,Not found,NULL,NULL,Not SI
3869,FI-Content 2,Digital Social Innovation Database,Not found,NULL,NULL,
3871,Fiesta Privada Barcelona,Digital Social Innovation Database,Not found,NULL,NULL,Not SI
3874,Find and support creative projects,Digital Social Innovation Database,Not found,NULL,NULL,
3877,Fire,Digital Social Innovation Database,Not found,NULL,NULL,Too vauge?
3881,First Fidelity Reserve,Digital Social Innovation Database,https://www.firstfidelityreserve.com/index.html,NULL,NULL,Spam
3882,First Life,Digital Social Innovation Database,http://www.firstlife.org/about/intro-a-fl/,NULL,NULL,
3884,fitnessattention,Digital Social Innovation Database,Not found,NULL,NULL,Too vauge or spam
3886,Fix the web,Digital Social Innovation Database,Not found,NULL,NULL,
3887,Fixers,Digital Social Innovation Database,http://www.fixers.org.uk/home/about.php,NULL,NULL,
3891,"Flood Prevention, Environmental Improvement",Digital Social Innovation Database,Not found,NULL,NULL,Too vauge
3892,florida mover,Digital Social Innovation Database,Not found,NULL,NULL,Spam
3893,FLOW,Digital Social Innovation Database,Not found,NULL,NULL,
3898,focus on grass-roots communities,Digital Social Innovation Database,Not found,NULL,NULL,
3899,food,Digital Social Innovation Database,Not found,NULL,NULL,Too vauge
3900,Food Waste,Digital Social Innovation Database,Not found,NULL,NULL,
3901,FoodExposed,Digital Social Innovation Database,Not found,NULL,NULL,
3902,FOODIE,Digital Social Innovation Database,Not found,NULL,NULL,
3903,ForestGeek-in-Residence,Digital Social Innovation Database,http://www.randelab.ch/?page_id=85,NULL,NULL,
3904,FormArea Campus,Digital Social Innovation Database,Not found,NULL,NULL,
3905,Forum InnovAfrica,Digital Social Innovation Database,http://innovafrica.org/en/infos/qui-sommes-nous/innovafrica/,NULL,NULL,
3911,Freight Bill Factoring,Digital Social Innovation Database,Not found,NULL,NULL,Spam
3912,Freiland Labor,Digital Social Innovation Database,http://www.freilandlabor-britz.de/index.php/en/,NULL,NULL,
3913,fresh fish online ajman,Digital Social Innovation Database,Not found,NULL,NULL,
3914,From Lewy Body Dementia Resource Center,Digital Social Innovation Database,https://lewybodyresourcecenter.org/about-us/mission/,NULL,NULL,
3915,From relief to sustainability,Digital Social Innovation Database,Not found,NULL,NULL,
3918,FryskLab Elements,Digital Social Innovation Database,http://www.frysklab.nl/educatie/frysklab-elements-bootcamp/,NULL,NULL,Title change: frysklab elements bootcamp
3919,FryskLab LOD Knowledge Base,Digital Social Innovation Database,Not found,NULL,NULL,
3921,Full Wall Murals,Digital Social Innovation Database,Not found,NULL,NULL,Spam
3922,Funded European work exchange programme,Digital Social Innovation Database,Not found,NULL,NULL,Too vauge
3924,Fusebox Brighton,Digital Social Innovation Database,http://www.fusebox24.co.uk/about-fusebox24/,NULL,NULL,Title change: Fusebox24
3925,Futur of Food,Digital Social Innovation Database,Not found,NULL,NULL,
3926,Future Fabulators,Digital Social Innovation Database,https://fo.am/future-fabulators/,NULL,NULL,
3927,FutureEverything Festival,Digital Social Innovation Database,http://futureeverything.org/festival/2018/,NULL,NULL,
3928,FuturICT,Digital Social Innovation Database,https://futurict.inn.ac/overview/,NULL,NULL,
3930,Gamification and Open Badges,Digital Social Innovation Database,https://elmlearning.com/about-us/,NULL,NULL,
3932,garden edging tauranga,Digital Social Innovation Database,Not found,NULL,NULL,spam 
3935,General Physical Examination,Digital Social Innovation Database,Not found,NULL,NULL,
3937,geometrydashco,Digital Social Innovation Database,Not found,NULL,NULL,Not SI?
3938,GeoSmartCity,Digital Social Innovation Database,http://www.geosmartcity.eu/project/,NULL,NULL,
3939,GeoVation,Digital Social Innovation Database,https://geovation.uk/hub/,NULL,NULL,
3940,Get a good traffic level to your site by availing SEO Sydney Service,Digital Social Innovation Database,Not found,NULL,NULL,Spam
3941,Get Acquainted with the Unknown Facts about Dental Crown,Digital Social Innovation Database,Not found,NULL,NULL,Spam
3946,Get-set,Digital Social Innovation Database,Not found,NULL,NULL,
3949,Getting the Finest Flower Delivery Service Through a Website,Digital Social Innovation Database,Not found,NULL,NULL,Spam
3951,giftsideasforfriends,Digital Social Innovation Database,Not found,NULL,NULL,Spam
3953,Giving Opportunity,Digital Social Innovation Database,Not found,NULL,NULL,
3957,Globalbility,Digital Social Innovation Database,http://en.globalbility.org/,NULL,NULL,
3958,GNUnion,Digital Social Innovation Database,https://gnunion.wordpress.com/,NULL,NULL,
3960,gocookislands!,Digital Social Innovation Database,Not found,NULL,NULL,Spam
3968,GovFaces Platform,Digital Social Innovation Database,http://about.govfaces.com/,NULL,NULL,
3970,govroam,Digital Social Innovation Database,https://www.jisc.ac.uk/govroam,NULL,NULL,
3972,Grab More Cash via Top Notch Car Removal Services,Digital Social Innovation Database,Not found,NULL,NULL,Spam
3976,Granny Fat Designs,Digital Social Innovation Database,Not found,NULL,NULL,
3977,Grans Makers,Digital Social Innovation Database,Not found,NULL,NULL,
3978,Grass Roots Responsible Innovation,Digital Social Innovation Database,Not found,NULL,NULL,
3979,Grassroots Communities as Social Innovators,Digital Social Innovation Database,Not found,NULL,NULL,
3982,Greater Manchester Data Synchronisation Programme,Digital Social Innovation Database,http://gmdsp.org.uk/about/,NULL,NULL,
3986,groworld,Digital Social Innovation Database,https://fo.am/groworld/,NULL,NULL,
3988,guest,Digital Social Innovation Database,Not found,NULL,NULL,Too vauge
3989,Guest Post,Digital Social Innovation Database,Not found,NULL,NULL,Too vauge
3990,Guided Trek to Everest Base Camp,Digital Social Innovation Database,Not found,NULL,NULL,Spam
3993,gutter,Digital Social Innovation Database,https://www.genieinthegutter.co.uk/what-we-do,NULL,NULL,Name change: Genie in the Gutter
3997,gutters Maryland,Digital Social Innovation Database,Not found,NULL,NULL,Spam
4000,Gym Shorts,Digital Social Innovation Database,Not found,NULL,NULL,Spam
4003,Hack days,Digital Social Innovation Database,https://www.technologyonecorp.co.uk/careers/hack-days,NULL,NULL,
4005,Hackity App,Digital Social Innovation Database,Not found,NULL,NULL,
4007,Hampshire Linked Data,Digital Social Innovation Database,Not found,NULL,NULL,
4012,Happy New Year Love Images 2018 To Share With Loved Ones,Digital Social Innovation Database,Not found,NULL,NULL,Spam
4018,Hawaii wedding packages,Digital Social Innovation Database,Not found,NULL,NULL,Spam
4021,Health & Fitness,Digital Social Innovation Database,Not found,NULL,NULL,Spam
4022,Healthcare Construction Recruiter,Digital Social Innovation Database,https://healthcareconstructionrecruiter.blogspot.com/,NULL,NULL,
4023,Healthcare solutions for the elderly using participatory design,Digital Social Innovation Database,Not found,NULL,NULL,
4036,Help netflix,Digital Social Innovation Database,Not found,NULL,NULL,Spam
4038,Help With Essay,Digital Social Innovation Database,Not found,NULL,NULL,Spam
4042,"Helping grassroots organisations access funding, skilled volunteering and practical training and learning through digital tools and innovation. Local solutions to global problems.",Digital Social Innovation Database,Not found,NULL,NULL,Not a project. Text from this page: https://digitalsocial.eu/projects
4043,Helping people to plan and take control of their care and support services,Digital Social Innovation Database,Not found,NULL,NULL,
4047,Hemmerling Online Directory,Digital Social Innovation Database,Not found,NULL,NULL,
4048,Herbert,Digital Social Innovation Database,Not found,NULL,NULL,
4049,HereWeGo,Digital Social Innovation Database,Not found,NULL,NULL,
4052,Hide & Seek,Digital Social Innovation Database,Not found,NULL,NULL,
4063,His Secret Obsession,Digital Social Innovation Database,Not found,NULL,NULL,Spam
4074,Home Health Care,Digital Social Innovation Database,Not found,NULL,NULL,
4079,HOMER,Digital Social Innovation Database,Not Found,NULL,NULL,
4082,homework help,Digital Social Innovation Database,Not found,NULL,NULL,Spam
4084,Horse T Shirts,Digital Social Innovation Database,Not found,NULL,NULL,Spam
4086,Hosted software,Digital Social Innovation Database,Not found,NULL,NULL,
4093,House Painters,Digital Social Innovation Database,Not found,NULL,NULL,
4095,House Siding,Digital Social Innovation Database,Not found,NULL,NULL,
4102,How can wireframes get you the best ever website development service for your business?,Digital Social Innovation Database,Not found,NULL,NULL,Spam
4105,How No Credit Check Loans Are a Great Option?,Digital Social Innovation Database,Not found,NULL,NULL,Spam
4108,How to Choose The Right DBA Solution for Your Company?,Digital Social Innovation Database,Not found,NULL,NULL,Spam
4113,How to Make The Best Out Of Instagram As a Marketing Tool,Digital Social Innovation Database,Not found,NULL,NULL,Spam
4121,HOW TO TALK ABOUT YOUR DEPRESSION & ANXIETY,Digital Social Innovation Database,Not found,NULL,NULL,
4127,Howard Barthel,Digital Social Innovation Database,Not found,NULL,NULL,
4128,HowLongDoesItLast.org,Digital Social Innovation Database,Not found,NULL,NULL,Social innovation?
4130,Hub Vilnius coworking,Digital Social Innovation Database,Not found,NULL,NULL,
4131,HullCoin,Digital Social Innovation Database,http://www.hull-coin.org/,NULL,NULL,
4133,Hyperlocal citizen participation and transparency,Digital Social Innovation Database,Not found,NULL,NULL,
4135,I Wheel Share,Digital Social Innovation Database,https://iwheelshare.com/,NULL,NULL,
4137,IBIP Lab: Iberian Institute in Psycho-Sciences Lab - Research and Innovation Centre,Digital Social Innovation Database,Not found,NULL,NULL,
4138,iCare4Fyrbodal,Digital Social Innovation Database,http://icare4fyrbodal.se/,NULL,NULL,
4141,icount4eu,Digital Social Innovation Database,http://icount4eu.eu/,NULL,NULL,
4142,ICT and e-participation research,Digital Social Innovation Database,Not found,NULL,NULL,
4144,Ideas Accelerator,Digital Social Innovation Database,http://www.ideasaccelerator.com/index.php,NULL,NULL,"They do have an ""about"" page but it has not been developed http://www.ideasaccelerator.com/index.php/about"
4147,"Ideas, Formulas and Shortcuts for Tobacco",Digital Social Innovation Database,Not found,NULL,NULL,Website was found but computer warned it might be dangerous to visit
4148,iHUB Candidate,Digital Social Innovation Database,Not found,NULL,NULL,
4149,Ik Ben Zoho,Digital Social Innovation Database,Not found,NULL,NULL,
4150,IKT.NRW,Digital Social Innovation Database,Not found,NULL,NULL,
4151,ilikecinema,Digital Social Innovation Database,Not found,NULL,NULL,
4152,Illa3horts,Digital Social Innovation Database,Not found,NULL,NULL,
4154,ImHealth,Digital Social Innovation Database,Not found,NULL,NULL,
4155,impact analysis,Digital Social Innovation Database,Not found,NULL,NULL,
4156,Impact Hub Milan,Digital Social Innovation Database,https://milan.impacthub.net/about-us/,NULL,NULL,
4157,Impact Hub Siracusa,Digital Social Innovation Database,https://siracusa.impacthub.net/,NULL,NULL,
4158,Impact Hub Westminster,Digital Social Innovation Database,https://westminster.impacthub.net/about-us/,NULL,NULL,Impact hub closed
4159,Impact Hub Zurich,Digital Social Innovation Database,https://zurich.impacthub.ch/join-us/,NULL,NULL,
4160,Improve My City,Digital Social Innovation Database,https://www.improve-my-city.com/,NULL,NULL,
4161,Improving Health via Increased Adoption of Wearable Technology,Digital Social Innovation Database,Not found,NULL,NULL,
4162,In tech we trust: how to develop tech with young people,Digital Social Innovation Database,Not found,NULL,NULL,
4165,Incom.org - better days in teaching and learning,Digital Social Innovation Database,Not found,NULL,NULL,
4167,Incubation and acceleration of social business start-ups,Digital Social Innovation Database,Not found,NULL,NULL,
4168,Incubator and accelerator online,Digital Social Innovation Database,Not found,NULL,NULL,
4170,Independent film criticism,Digital Social Innovation Database,Not found,NULL,NULL,
4171,Indian Job Recruitment,Digital Social Innovation Database,Not found,NULL,NULL,
4175,Infolab,Digital Social Innovation Database,http://www.info-lab.com/overview-about-us/,NULL,NULL,Not SI?
4176,Infometer,Digital Social Innovation Database,http://read.infometer.org/system/en,NULL,NULL,
4178,InfoTrafford,Digital Social Innovation Database,https://www.trafforddatalab.io/about.html,NULL,NULL,New name: InfoTrafford
4179,Ingenierie collaborative,Digital Social Innovation Database,Not found,NULL,NULL,
4180,Initiative for Civic Economics Portugal,Digital Social Innovation Database,Not found,NULL,NULL,
4182,Innomatnet,Digital Social Innovation Database,Not found,NULL,NULL,
4183,innonatives,Digital Social Innovation Database,https://www.innonatives.com/,NULL,NULL,
4184,innonatives challenges,Digital Social Innovation Database,Not found,NULL,NULL,
4185,Innotech Summit,Digital Social Innovation Database,http://innotechsummit.com/about/,NULL,NULL,
4186,INNOVACI�N SOCIAL DIGITAL,Digital Social Innovation Database,Not found,NULL,NULL,
4187,Innovacion Social en el sector turistico,Digital Social Innovation Database,Not found,NULL,NULL,
4188,"INNOVAGE (INTERREG IV C, grant agreement:  1282R4 INN.O.V.Age)",Digital Social Innovation Database,https://www.myinnovage.com/about-innovage/innovage-overview,NULL,NULL,
4189,Innovation by all,Digital Social Innovation Database,Not found,NULL,NULL,
4190,Innovation Development and Training,Digital Social Innovation Database,Not found,NULL,NULL,
4191,Innovation in Creative Industries,Digital Social Innovation Database,Not found,NULL,NULL,
4192,Innovation Misconceptions That Hurt Progress,Digital Social Innovation Database,Not found,NULL,NULL,
4193,Innovation Shared Centres,Digital Social Innovation Database,Not found,NULL,NULL,
4194,Innovationskraftwerk,Digital Social Innovation Database,https://www.innovationskraftwerk.de/Group/Home/GroupOverview,NULL,NULL,
4195,Insight Score,Digital Social Innovation Database,Not found,NULL,NULL,
4196,inspira-t - What would happen if 1.000.000 unemployed young people found their inspiration?,Digital Social Innovation Database,Not found,NULL,NULL,
4199,instant local delivery,Digital Social Innovation Database,not found,NULL,NULL,
4203,inter Regional MEDIA cluster,Digital Social Innovation Database,Not found,NULL,NULL,
4204,Interaction between man and landscape,Digital Social Innovation Database,Not found,NULL,NULL,
4209,Internet of Things Madrid meetup,Digital Social Innovation Database,https://www.meetup.com/iotmadrid/?_cookie-check=Vj2tPfDJkeCSqjr5,NULL,NULL,
4211,"Internet services, studies and advice in strategic usage of Internet",Digital Social Innovation Database,Not found,NULL,NULL,
4213,Inventorium,Digital Social Innovation Database,https://inventorium.online/about/,NULL,NULL,
4215,Investment and support for social technology start-ups,Digital Social Innovation Database,Not found,NULL,NULL,
4220,iot & build environment conference,Digital Social Innovation Database,Not found,NULL,NULL,
4221,ipso e care,Digital Social Innovation Database,https://www.ipso-ecare.com/what-we-do.html,NULL,NULL,
4222,iRemploy,Digital Social Innovation Database,https://www.remploy.co.uk/about-us,NULL,NULL,"Title change: Remploy (referred to on another website as ""iremploy"", which links to the remploy website)"
4225,Is a Quick Financing Your Best Choice?,Digital Social Innovation Database,Not found,NULL,NULL,Spam
4231,IT Service Management,Digital Social Innovation Database,Not found,NULL,NULL,
4232,It Support,Digital Social Innovation Database,Not found,NULL,NULL,
4234,IWA (Intergenerational Wisdom Academy),Digital Social Innovation Database,Not found,NULL,NULL,
4235,IZA World of Labor,Digital Social Innovation Database,https://wol.iza.org/about,NULL,NULL,
4237,James Christian Cosmetics,Digital Social Innovation Database,Not found,NULL,NULL,Spam
4238,Jason Glover,Digital Social Innovation Database,Not found,NULL,NULL,
4239,Jesus Morrison,Digital Social Innovation Database,Not found,NULL,NULL,
4240,JJJJJJJJJJJ,Digital Social Innovation Database,Not found,NULL,NULL,
4241,John Hall,Digital Social Innovation Database,Not found,NULL,NULL,
4243,Join In,Digital Social Innovation Database,Not found,NULL,NULL,
4245,Juna Sleep Systems,Digital Social Innovation Database,Not found,NULL,NULL,Spam
4246,Just how to Categorize Kitchen Accessories For Your Buyers,Digital Social Innovation Database,Not found,NULL,NULL,Spam
4247,Kangertech Mini Protank 3,Digital Social Innovation Database,Not found,NULL,NULL,Spam
4248,Kangertech Tank,Digital Social Innovation Database,Not found,NULL,NULL,Spam
4250,KiiCS,Digital Social Innovation Database,Not found,NULL,NULL,Spam
4252,Kindergifts: Celebrations with a social impact,Digital Social Innovation Database,Not found,NULL,NULL,
4253,Kindle Support UK,Digital Social Innovation Database,Not found,NULL,NULL,Spam
4256,knowledge organisation community,Digital Social Innovation Database,Not found,NULL,NULL,
4259,kushgupta,Digital Social Innovation Database,Not found,NULL,NULL,
4261,La Paillasse Network,Digital Social Innovation Database,Not found,NULL,NULL,
4262,Lab Report Writing,Digital Social Innovation Database,Not found,NULL,NULL,Spam
4264,Laborlab,Digital Social Innovation Database,Not found,NULL,NULL,
4265,LabourStart News,Digital Social Innovation Database,http://www.labourstart.org/news/,NULL,NULL,
4266,LaCuisine.co,Digital Social Innovation Database,not found,NULL,NULL,
4272,Landscape Maintenance Lakeland,Digital Social Innovation Database,Not found,NULL,NULL,Spam
4274,Landshare,Digital Social Innovation Database,http://www.landshare.org/,NULL,NULL,
4278,Las Vegas advertising,Digital Social Innovation Database,Not found,NULL,NULL,Spam
4285,laser tube price,Digital Social Innovation Database,Not found,NULL,NULL,Spam
4288,Launching Collections,Digital Social Innovation Database,Not found,NULL,NULL,
4290,laundry service in Ghaziabad,Digital Social Innovation Database,Not found,NULL,NULL,Spam
4295,Lawrence Phillips,Digital Social Innovation Database,Not found,NULL,NULL,
4298,Le Bonheur Brut Collectif,Digital Social Innovation Database,Not found,NULL,NULL,
4299,Le Cicogne,Digital Social Innovation Database,https://www.lecicogne.net/,NULL,NULL,
4300,learn about how to choose graphics card for your PC,Digital Social Innovation Database,Not found,NULL,NULL,Spam
4302,Learning to code,Digital Social Innovation Database,Not found,NULL,NULL,Too vague
4303,Learning2.0gether,Digital Social Innovation Database,Not found,NULL,NULL,
4305,Leroy Marion,Digital Social Innovation Database,Not found,NULL,NULL,
4310,Lg is bringing phone displays to a brand new mid range line up,Digital Social Innovation Database,Not found,NULL,NULL,Spam
4311,Lift14,Digital Social Innovation Database,not found,NULL,NULL,
4312,lin,Digital Social Innovation Database,Not found,NULL,NULL,
4313,LinkedAge,Digital Social Innovation Database,http://www.linkedage.com/all-inclusive-senior-holidays,NULL,NULL,
4316,Liquid Feedback,Digital Social Innovation Database,https://liquidfeedback.org/index.en.html,NULL,NULL,
4317,ListAbierta.org,Digital Social Innovation Database,Not found,NULL,NULL,
4318,Live Stream dedicated to the cultural community,Digital Social Innovation Database,Not found,NULL,NULL,
4319,Living Buddy,Digital Social Innovation Database,not found,NULL,NULL,
4322,Loans,Digital Social Innovation Database,not found,NULL,NULL,Too vague
4324,Lobbying for the European public interest,Digital Social Innovation Database,Not found,NULL,NULL,
4327,Local Movers,Digital Social Innovation Database,Not found,NULL,NULL,Spam
4330,Localize app to the Dutch market that prevents low literacy,Digital Social Innovation Database,Not found,NULL,NULL,
4335,Lokalizo and Voices of Youth Maps,Digital Social Innovation Database,Not found,NULL,NULL,
4337,London Fusion,Digital Social Innovation Database,Not found,NULL,NULL,
4338,long island vineyards,Digital Social Innovation Database,Not found,NULL,NULL,Spam
4340,Lords of the Blog,Digital Social Innovation Database,http://lordsoftheblog.net/,NULL,NULL,
4345,Luisteren naar Amsterdam Zuid,Digital Social Innovation Database,Not found,NULL,NULL,
4346,lumber,Digital Social Innovation Database,Not found,NULL,NULL,
4347,Lust auf Zukunft,Digital Social Innovation Database,https://lustaufzukunft.org/ueber-uns/,NULL,NULL,
4348,Luxe Bidet NEO 320,Digital Social Innovation Database,Not found,NULL,NULL,Spam
4353,Made Open,Digital Social Innovation Database,https://weare.madeopen.co.uk/services/,NULL,NULL,
4355,Mahallae,Digital Social Innovation Database,Not found,NULL,NULL,
4357,Make A Plea,Digital Social Innovation Database,Not found,NULL,NULL,
4360,MakerConvent,Digital Social Innovation Database,http://conventagusti.com/maker/manifiesto-makerconvent/,NULL,NULL,
4361,Makers Guild,Digital Social Innovation Database,Not found,NULL,NULL,
4362,Makerspace and Fablab,Digital Social Innovation Database,Not found,NULL,NULL,
4363,Makespace Madrid,Digital Social Innovation Database,http://makespacemadrid.org/que-es-el-makespace/,NULL,NULL,
4364,Makestorming,Digital Social Innovation Database,http://makestorming.com/presentation,NULL,NULL,
4365,Making a positive social impact encouraging Manchetster residents to use digital tools,Digital Social Innovation Database,Not found,NULL,NULL,
4366,Making Custard,Digital Social Innovation Database,Not found,NULL,NULL,
4368,Maltego,Digital Social Innovation Database,https://www.paterva.com/web7/buy/maltego-clients.php,NULL,NULL,
4373,Managed IT Service,Digital Social Innovation Database,Not found,NULL,NULL,Spam
4377,Map of urban communities,Digital Social Innovation Database,http://cpukaliningrad.ru/eng/urban-communities-map/,NULL,NULL,
4378,MappiNa Alternative Map of Cities,Digital Social Innovation Database,Not found,NULL,NULL,
4379,Mar de Fulles Off- grid Photovoltaics funded by the people,Digital Social Innovation Database,Not found,NULL,NULL,
